state,crop_year,season,crop,yield_kg_ha
Bihar,2016,Kharif,Horse-gram,918.7951807228916
Uttar Pradesh,2011,Rabi,Lentil,881.4427151682222
Madhya Pradesh,2022,Kharif,Jute,1787.8751196117087
Rajasthan,2019,Kharif,Jowar,1648.7605212707795
Karnataka,2016,Whole Year,Mango,7812.395790394684
Punjab,2005,Rabi,Peas & beans (Pulses),1142.857142857143
Manipur,2006,Kharif,Soyabean,1200.0
Bihar,2017,Kharif,Mesta,1478.6027886331838
Gujarat,2007,Kharif,Jowar,1362.4078624078625
Tamil Nadu,2007,Whole Year,Ragi,1877.7174203050129
Rajasthan,2009,Kharif,Groundnut,1334.366176486452
Gujarat,2006,Kharif,Jowar,1116.1087866108787
Himachal Pradesh,2015,Rabi,Masoor,671.2018140589569
Meghalaya,2005,Rabi,Other  Rabi pulses,791.9556171983356
Chhattisgarh,2001,Rabi,Safflower,248.5207100591716
Karnataka,2008,Whole Year,Black pepper,4237.923328176036
Telangana,2012,Whole Year,Mango,6047.035235184031
Telangana,2015,Kharif,Moong(Green Gram),1025.7191785820276
Puducherry,2021,Kharif,Sweet potato,13532.846715328466
Uttar Pradesh,2011,Kharif,Guar seed,818.0272108843537
Tamil Nadu,2009,Whole Year,Coriander,395.2556800400576
Uttarakhand,2012,Rabi,Other Cereals,684.6275752773375
West Bengal,2003,Whole Year,Sannhamp,5238.805970149254
Chhattisgarh,2006,Whole Year,Turmeric,845.2787258248009
Tripura,2019,Kharif,Soyabean,742.8571428571429
Bihar,2026,Rabi,Linseed,841.8814750238532
Assam,2012,Whole Year,Dry chillies,778.1701275429535
West Bengal,2004,Kharif,Soyabean,564.8148148148148
Assam,2005,Whole Year,Potato,5079.066027169074
Uttarakhand,2021,Rabi,Masoor,910.026647627613
Chhattisgarh,2019,Rabi,Gram,251.99912367181508
Gujarat,2018,Whole Year,Garlic,6812.25937183384
Uttarakhand,2024,Kharif,Urad,1003.0828428116627
Bihar,2003,Autumn,Rice,1242.4337069239434
Karnataka,2022,Rabi,Wheat,1063.0443012524909
Madhya Pradesh,2013,Whole Year,Coriander,658.7515452891254
Meghalaya,2021,Whole Year,Coriander,3806.988813866774
Tamil Nadu,2015,Kharif,Sunflower,1414.4098109351048
Tripura,2006,Kharif,Other Kharif pulses,651.7262265293762
Chhattisgarh,2021,Kharif,Castor seed,280.0178711046577
Chhattisgarh,2006,Kharif,Sesamum,301.57018982891964
Himachal Pradesh,2022,Kharif,Dry chillies,509.67132053519487
Chhattisgarh,2003,Kharif,Moong(Green Gram),276.72378620971034
Bihar,2012,Rabi,Rapeseed &Mustard,1595.4067470601108
Sikkim,2025,Kharif,Maize,2013.626925499483
Arunachal Pradesh,2018,Kharif,other oilseeds,907.6923076923077
West Bengal,2025,Whole Year,Dry chillies,2059.340683569464
Arunachal Pradesh,2011,Rabi,Wheat,1756.7567567567567
Mizoram,2026,Rabi,Masoor,922.7251943301326
Himachal Pradesh,2017,Rabi,Masoor,875.2834467120182
Assam,2004,Kharif,Cotton(lint),477.3218142548596
Telangana,2019,Kharif,Cotton(lint),3213.160690127672
Kerala,2002,Kharif,Cotton(lint),1614.1176470588234
Odisha,2017,Winter,Niger seed,326.5206017004578
Odisha,2010,Rabi,Mustard,1456.9077173820026
West Bengal,2021,Whole Year,Dry chillies,2458.2344028984494
Uttar Pradesh,2021,Rabi,Coriander,530.7721518393906
Nagaland,2026,Kharif,other oilseeds,583.1952125201204
Delhi,2023,Rabi,Wheat,4733.19506564517
Kerala,2012,Whole Year,Ragi,1088.495575221239
Uttar Pradesh,2004,Rabi,Barley,1975.1441714564426
Bihar,2016,Kharif,Sesamum,874.507874015748
West Bengal,2000,Whole Year,Turmeric,1616.4926179330212
Nagaland,2022,Rabi,Potato,9855.04872952445
Uttar Pradesh,2019,Rabi,Potato,26919.7149798509
Jharkhand,2005,Autumn,Maize,1035.5248844348343
Gujarat,2005,Kharif,Moong(Green Gram),601.1711125569291
Odisha,2018,Autumn,Groundnut,1023.9657371970111
Tamil Nadu,2002,Kharif,Moong(Green Gram),425.9564585327802
Tamil Nadu,2007,Kharif,Rice,2816.9229307444234
Mizoram,2026,Rabi,Onion,6970.319634703196
Uttarakhand,2017,Rabi,Gram,830.188679245283
Jharkhand,2011,Rabi,Potato,7393.758095355579
Andhra Pradesh,2021,Rabi,Gram,931.9073298222113
Chhattisgarh,2010,Rabi,Safflower,298.00498753117205
Uttar Pradesh,2010,Rabi,Lentil,849.0306014835152
Delhi,2025,Kharif,Bajra,2780.811047201997
Punjab,2012,Rabi,Wheat,4723.912425362525
Delhi,2001,Kharif,Barley,491.8032786885246
Chhattisgarh,2014,Kharif,Ragi,260.0785340314136
Assam,2013,Kharif,Mesta,6591.584158415842
Uttarakhand,2010,Whole Year,Tobacco,2875.0
Kerala,2021,Whole Year,Soyabean,273.4584450402145
Jharkhand,2017,Kharif,Groundnut,1110.618783503238
Meghalaya,2015,Kharif,Soyabean,1982.1325648414986
Maharashtra,2022,Kharif,Other Cereals,721.7348840732706
Tripura,2013,Rabi,Gram,760.0
Chhattisgarh,2003,Kharif,Ragi,292.0071381609843
Andhra Pradesh,2002,Whole Year,Mango,4941.2059132222785
Rajasthan,2003,Rabi,Mustard,1219.8750938962573
West Bengal,2016,Whole Year,Sugarcane,73815.0512026673
Andhra Pradesh,2025,Rabi,Rapeseed &Mustard,805.648016676624
Punjab,2026,Kharif,Groundnut,2494.6481051174505
Himachal Pradesh,2018,Kharif,Urad,671.1898300242823
Jharkhand,2021,Rabi,Potato,8618.108187378408
Maharashtra,2024,Rabi,Onion,21608.951079505227
Chhattisgarh,2004,Kharif,Other Kharif pulses,245.56786703601108
Goa,2008,Kharif,Rice,2339.7645519947678
Andhra Pradesh,2015,Kharif,Groundnut,876.3476170231481
Andhra Pradesh,2024,Rabi,Safflower,583.2421192394528
Uttarakhand,2020,Whole Year,Sugarcane,88378.1934711257
Uttar Pradesh,2016,Kharif,Ginger,4100.436681222707
Telangana,2013,Whole Year,Sweet potato,6807.339449541284
Nagaland,2002,Rabi,Wheat,2067.97385620915
Chhattisgarh,2012,Kharif,Groundnut,1377.827669490084
Rajasthan,2002,Kharif,Bajra,1165.110463529948
Telangana,2022,Kharif,Horse-gram,621.5895342657817
West Bengal,2006,Rabi,Castor seed,844.8275862068965
Andhra Pradesh,2003,Kharif,Sunflower,679.0835382888068
West Bengal,2024,Kharif,Soyabean,1074.2593759848723
Tamil Nadu,2009,Whole Year,Potato,18365.43049230102
Karnataka,2014,Whole Year,Tobacco,716.2697991984903
Bihar,2001,Kharif,Jute,6682.8127738633575
Uttar Pradesh,2006,Kharif,Urad,602.0609098477015
Punjab,2017,Rabi,Masoor,625.0
West Bengal,2011,Kharif,Horse-gram,480.9384164222874
Tripura,2003,Kharif,Cotton(lint),250.6162695152013
Andhra Pradesh,2017,Kharif,Oilseeds total,3363.175263082904
Manipur,2022,Whole Year,Turmeric,19880.812223504865
Meghalaya,2024,Rabi,Gram,1371.3376108145173
West Bengal,2026,Kharif,Sannhamp,4450.514992718885
Kerala,2007,Whole Year,Cashewnut,897.5865435672565
Uttarakhand,2014,Kharif,Sesamum,264.93506493506493
Mizoram,2002,Kharif,Rice,1913.6278409588729
Meghalaya,2008,Autumn,Rice,1286.7055572612835
Haryana,2019,Kharif,Moong(Green Gram),666.3592151601542
Assam,2026,Whole Year,Banana,18958.44657523843
Madhya Pradesh,2008,Rabi,Peas & beans (Pulses),489.6536401115857
Nagaland,2014,Rabi,Linseed,807.9584775086505
West Bengal,2014,Autumn,Small millets,686.2745098039215
Assam,2006,Rabi,Mustard,1253.425811216184
Odisha,2021,Summer,Wheat,1698.2168492131007
Puducherry,2011,Kharif,Other Kharif pulses,1000.0
Uttar Pradesh,2016,Kharif,Soyabean,673.0988593155894
Chhattisgarh,2019,Rabi,Other  Rabi pulses,107.14285714285714
West Bengal,2022,Autumn,Sesamum,877.9625826346002
Puducherry,2019,Kharif,Banana,60941.39194139194
Chhattisgarh,2006,Rabi,Masoor,325.41046766640983
Karnataka,2002,Kharif,Soyabean,829.9880089672072
Nagaland,2012,Kharif,Bajra,1014.7058823529412
Tamil Nadu,2016,Kharif,Castor seed,312.4335812964931
Chhattisgarh,2001,Kharif,Ragi,295.58011049723757
Assam,2015,Rabi,Linseed,633.1562974203339
Uttar Pradesh,2025,Rabi,Barley,2783.3051304603127
Karnataka,2022,Kharif,Onion,10397.609325251853
Chhattisgarh,2017,Whole Year,Dry chillies,352.6946107784431
Kerala,2018,Whole Year,Cardamom,296.6668381256108
Andhra Pradesh,2016,Kharif,Mesta,9458.9674723963
Gujarat,2008,Kharif,Maize,1438.5294819766054
Odisha,2002,Kharif,Urad,230.76398421048145
Karnataka,2019,Rabi,Gram,742.5957780719914
Bihar,2021,Kharif,Other Kharif pulses,1002.926463340704
Himachal Pradesh,2017,Kharif,Urad,666.859289222768
Chhattisgarh,2013,Rabi,Coriander,529.4117647058823
Meghalaya,2012,Rabi,Wheat,1827.5862068965516
Bihar,2026,Rabi,Lentil,1118.9636201845005
Tamil Nadu,2024,Kharif,Other Cereals,1187.2519314687654
Uttarakhand,2002,Rabi,Onion,10320.112981052136
Punjab,2003,Kharif,Moth,666.6666666666666
Manipur,2008,Whole Year,Turmeric,11851.318944844124
Maharashtra,2016,Kharif,Urad,541.867883436309
Odisha,2016,Winter,Rapeseed &Mustard,345.84450402144773
Haryana,2023,Kharif,Other Kharif pulses,10.001503279027379
Chhattisgarh,2023,Whole Year,Dry chillies,729.6176747464152
Maharashtra,2001,Kharif,Cotton(lint),866.2994814313782
Maharashtra,2010,Rabi,Rapeseed &Mustard,371.42857142857144
Arunachal Pradesh,2002,Kharif,Small millets,891.0942681193748
Jharkhand,2025,Kharif,Niger seed,359.60564223266726
Uttar Pradesh,2001,Kharif,Groundnut,838.5434590522252
Goa,2023,Whole Year,Arecanut,2191.8052497981516
Tamil Nadu,2019,Whole Year,Cardamom,90.8379013312451
Bihar,2013,Whole Year,Banana,25942.318192967065
Meghalaya,2001,Whole Year,Dry chillies,634.5205479452055
West Bengal,2009,Kharif,Soyabean,602.540834845735
Tripura,2012,Kharif,Moong(Green Gram),536.2694300518135
Uttarakhand,2017,Kharif,Maize,2045.707968855138
Andhra Pradesh,2002,Kharif,Other Kharif pulses,221.5473608098337
Chhattisgarh,2018,Kharif,Soyabean,639.9671415610211
West Bengal,2002,Rabi,Peas & beans (Pulses),802.9570392412126
Haryana,2017,Kharif,Arhar/Tur,1142.857142857143
Kerala,2026,Whole Year,Arhar/Tur,1510.5680863898187
Assam,2011,Whole Year,Tobacco,545.4545454545455
Tamil Nadu,2008,Whole Year,Dry chillies,503.3327218247416
Sikkim,2023,Rabi,Other Cereals,927.3451267562074
Karnataka,2026,Kharif,Groundnut,1470.9924290756028
Gujarat,2003,Whole Year,Potato,23816.129032258064
Haryana,2024,Rabi,Wheat,4782.671953033268
Tripura,2023,Kharif,Rice,2674.963825366959
Andhra Pradesh,2021,Kharif,other oilseeds,17963.22255814932
Gujarat,2024,Whole Year,Dry chillies,1674.9952212004125
Rajasthan,2024,Rabi,Gram,1042.5829177281569
Odisha,2019,Winter,Niger seed,358.47276386966917
Arunachal Pradesh,2002,Rabi,Wheat,1519.2027224112785
Bihar,2009,Kharif,Jute,9170.096953904933
Bihar,2024,Kharif,Mesta,5989.8837099892935
Madhya Pradesh,2010,Whole Year,Dry chillies,2433.0020688636027
Karnataka,2022,Rabi,Gram,599.89068127516
Odisha,2022,Kharif,Bajra,764.8034475994876
Arunachal Pradesh,2015,Whole Year,Turmeric,4800.0
Manipur,2011,Kharif,Maize,1775.0
Chhattisgarh,2005,Rabi,Safflower,241.66666666666666
Madhya Pradesh,2021,Kharif,Moong(Green Gram),603.9271519264591
Bihar,2007,Kharif,Jowar,1097.7816695855224
Maharashtra,2019,Kharif,Sesamum,180.28211134924987
Madhya Pradesh,2002,Whole Year,Banana,22529.565055531428
Uttarakhand,2012,Summer,Moong(Green Gram),750.0
Jharkhand,2018,Rabi,Masoor,874.6987530997869
Goa,2018,Whole Year,Banana,11189.962671090834
Puducherry,2015,Kharif,Sweet potato,14600.0
Uttarakhand,2023,Rabi,Peas & beans (Pulses),722.9106329185573
Gujarat,2024,Kharif,Jowar,1707.6596449675096
Telangana,2021,Kharif,Moong(Green Gram),696.2582288993506
Meghalaya,2021,Rabi,Onion,7681.722093323021
Jharkhand,2018,Whole Year,Sugarcane,73919.40763721369
Andhra Pradesh,2004,Kharif,Arhar/Tur,456.1309807661739
Goa,2025,Kharif,Groundnut,2655.3101210532886
Rajasthan,2001,Kharif,Groundnut,1198.1635096673192
Karnataka,2000,Kharif,Maize,3270.381551376662
Manipur,2002,Whole Year,Sugarcane,32656.25
Karnataka,2012,Kharif,Soyabean,1048.9413541463875
Himachal Pradesh,2006,Kharif,Moong(Green Gram),446.9026548672566
Arunachal Pradesh,2017,Rabi,Other  Rabi pulses,642.7444794952681
Bihar,2005,Whole Year,Garlic,1476.5769088897086
Punjab,2000,Rabi,Barley,3406.25
Nagaland,2006,Rabi,Linseed,650.0
Bihar,2011,Kharif,Horse-gram,951.9731512556417
Telangana,2008,Whole Year,Sugarcane,71002.96538872214
Tamil Nadu,2022,Whole Year,Garlic,4228.715751782346
Tamil Nadu,2018,Rabi,Gram,926.1664672705521
Telangana,2025,Rabi,Linseed,106.20031796502386
Karnataka,2000,Kharif,Ragi,1819.041217909088
Chhattisgarh,2011,Kharif,Castor seed,326.53061224489795
Chhattisgarh,2026,Rabi,Barley,942.5723132693905
Sikkim,2026,Rabi,Barley,1029.505881817043
Manipur,2014,Whole Year,Cashewnut,612.9032258064516
West Bengal,2017,Rabi,Onion,19942.31323105876
Uttarakhand,2018,Kharif,Sunflower,600.0
Uttarakhand,2002,Rabi,other oilseeds,541.7376490630323
Uttar Pradesh,2019,Kharif,Sugarcane,81313.20168433675
Uttarakhand,2010,Rabi,Peas & beans (Pulses),1022.453285111513
Madhya Pradesh,2016,Kharif,Moong(Green Gram),584.8214285714286
Gujarat,2004,Kharif,Maize,897.714907508161
Bihar,2015,Autumn,Maize,2558.9065386036204
Maharashtra,2001,Kharif,Arhar/Tur,757.4953307775484
Jammu and Kashmir,2014,Kharif,Other Kharif pulses,793.040293040293
Haryana,2013,Kharif,Rice,3248.3922829581993
West Bengal,2004,Rabi,Peas & beans (Pulses),655.3286401338258
Puducherry,2014,Kharif,Cashewnut,305.55555555555554
West Bengal,2005,Whole Year,Sannhamp,5350.039777247414
Mizoram,2015,Kharif,Soyabean,1539.1221374045801
Chhattisgarh,2025,Whole Year,Sannhamp,499.6000710984714
Uttar Pradesh,2020,Rabi,Gram,1173.013647541877
Manipur,2014,Kharif,Moong(Green Gram),974.2990654205607
Delhi,2012,Whole Year,Potato,21265.602322206098
Assam,2000,Whole Year,Turmeric,690.8653019095132
Meghalaya,2015,Kharif,Mesta,5876.706198254643
Maharashtra,2020,Kharif,Rice,3587.4528439969163
Punjab,2006,Kharif,Urad,424.24242424242425
Karnataka,2005,Whole Year,Sweet potato,8152.562574493445
Jammu and Kashmir,2024,Kharif,Potato,10860.87140316609
Karnataka,2000,Rabi,Wheat,938.3049829146483
Bihar,2002,Autumn,Rice,1170.8613790431255
Uttar Pradesh,2016,Summer,Sunflower,1176.842105263158
Uttarakhand,2025,Kharif,Small millets,1463.1271049644065
Maharashtra,2017,Whole Year,Tobacco,1275.0455373406194
Assam,2024,Whole Year,Ginger,11142.686675835288
Himachal Pradesh,2016,Kharif,Rice,1461.5341189753722
Maharashtra,2018,Rabi,Rapeseed &Mustard,344.89369118159635
Himachal Pradesh,2005,Rabi,Rapeseed &Mustard,290.7580477673936
Bihar,2003,Rabi,Rapeseed &Mustard,824.4089594339397
Chhattisgarh,2024,Rabi,Masoor,328.360066624772
Tamil Nadu,2024,Kharif,Ragi,3681.325991416236
Chhattisgarh,2023,Kharif,Horse-gram,317.931437383296
Uttar Pradesh,2018,Rabi,Coriander,792.6149208741522
Rajasthan,2011,Kharif,Moong,730.8379753635594
Madhya Pradesh,2024,Whole Year,Banana,56626.42274110045
Bihar,2002,Whole Year,Sweet potato,13354.4
Assam,2026,Rabi,Gram,933.4750187794289
Gujarat,2016,Kharif,Cotton(lint),2156.2817866081346
Maharashtra,2013,Rabi,Gram,921.7769002961501
Himachal Pradesh,2025,Rabi,Barley,1619.8034457415895
Uttar Pradesh,2019,Kharif,Sannhamp,285.1828890266584
Maharashtra,2014,Rabi,Gram,761.9614711033275
Punjab,2015,Rabi,Barley,3700.0
Andhra Pradesh,2011,Kharif,Urad,645.0272490450848
Meghalaya,2000,Kharif,Soyabean,929.8067141403866
Meghalaya,2025,Rabi,Onion,10523.364485981308
Tripura,2024,Whole Year,Potato,3761.5246190014905
Karnataka,2005,Whole Year,Mango,5611.160618132754
Puducherry,2014,Kharif,Onion,9000.0
Chhattisgarh,2015,Whole Year,Sugarcane,2439.7794079392334
Kerala,2025,Kharif,Other Kharif pulses,3064.3099334421704
Odisha,2003,Whole Year,Tobacco,657.2504708097929
Manipur,2015,Rabi,Gram,928.3854166666666
Bihar,2021,Whole Year,Potato,15205.683030702034
Chhattisgarh,2009,Rabi,Rapeseed &Mustard,413.72399312845965
Maharashtra,2026,Kharif,Cotton(lint),2529.8982580879238
Tamil Nadu,2025,Rabi,Rapeseed &Mustard,96.64491599445101
Kerala,2006,Whole Year,Tapioca,28911.47507115967
Chhattisgarh,2003,Kharif,Sesamum,283.0090894594164
Bihar,2019,Kharif,Moong(Green Gram),628.0644724366789
Uttar Pradesh,2017,Kharif,Groundnut,1013.1138964081799
Meghalaya,2026,Whole Year,Potato,7605.78941110526
Uttar Pradesh,2023,Rabi,Mustard,1597.204343710951
Mizoram,2026,Kharif,Tapioca,9083.090779284968
Maharashtra,2010,Kharif,Urad,682.3749221507162
Uttar Pradesh,2007,Rabi,Coriander,579.3707543796925
Jammu and Kashmir,2011,Kharif,Barley,379.3103448275862
Gujarat,2008,Kharif,Moong(Green Gram),432.71604938271605
Himachal Pradesh,2012,Kharif,Urad,403.50877192982455
Uttar Pradesh,2019,Kharif,Moong(Green Gram),287.01659717112256
Mizoram,2021,Kharif,Urad,6232.704402515723
Puducherry,2000,Kharif,Bajra,2758.064516129032
West Bengal,2015,Kharif,Cotton(lint),2940.133037694013
Haryana,2001,Kharif,Groundnut,618.5567010309278
Rajasthan,2000,Kharif,Moong,559.2295193456749
Andhra Pradesh,2013,Kharif,Cashewnut,315.1351531513515
Rajasthan,2023,Kharif,Moong,869.2794246436719
Andhra Pradesh,2023,Kharif,Mesta,9435.988996232192
Gujarat,2000,Kharif,Cotton(lint),718.9550575708803
Uttar Pradesh,2008,Kharif,Moong,632.0542491039415
Manipur,2021,Whole Year,Onion,2275.588514270932
Haryana,2016,Rabi,Barley,3629.8076923076924
Karnataka,2025,Rabi,Wheat,1447.2575470488084
Goa,2021,Whole Year,Banana,11137.76923076923
Chhattisgarh,2007,Kharif,Rice,1443.7980558464376
Tamil Nadu,2003,Whole Year,Mango,4287.303094327073
Telangana,2005,Kharif,Turmeric,4798.191844507077
Maharashtra,2018,Kharif,Moong(Green Gram),423.5971803288231
Meghalaya,2025,Kharif,Tapioca,7676.851395055638
Madhya Pradesh,2015,Rabi,Mustard,1536.2010467657465
Bihar,2021,Whole Year,Turmeric,961.7269064298931
Haryana,2024,Kharif,Jowar,810.5611354349115
Tamil Nadu,2007,Whole Year,Cashewnut,571.568172620399
Sikkim,2019,Kharif,Maize,1769.0363925287206
West Bengal,2019,Rabi,Other  Rabi pulses,758.2582582582583
Himachal Pradesh,2010,Rabi,Linseed,270.15706806282725
Arunachal Pradesh,2005,Whole Year,Ginger,6922.725384295803
Uttar Pradesh,2016,Kharif,Rice,2413.1739387631574
Assam,2002,Whole Year,Onion,2328.9333333333334
Assam,2002,Whole Year,Sweet potato,3452.6264709450443
Puducherry,2007,Rabi,Onion,8333.333333333334
Bihar,2011,Kharif,Other Kharif pulses,781.0313552733869
Karnataka,2004,Kharif,Arhar/Tur,517.8776326346182
Bihar,2008,Rabi,Wheat,2044.63002902687
Odisha,2012,Rabi,Mustard,1515.0118543116573
Tamil Nadu,2016,Kharif,Horse-gram,313.2498000533191
Madhya Pradesh,2001,Rabi,Wheat,1623.5297113232443
Jharkhand,2013,Rabi,Rapeseed &Mustard,1011.8665407617249
Mizoram,2001,Kharif,Maize,2504.642271982523
Maharashtra,2017,Kharif,Sesamum,189.76959212586684
Arunachal Pradesh,2022,Kharif,Maize,1629.6593631013634
Nagaland,2021,Kharif,other oilseeds,631.9542973509823
Telangana,2006,Kharif,Maize,2775.6267066168457
Jammu and Kashmir,2006,Kharif,Rice,2194.942102678642
Goa,2002,Whole Year,Sugarcane,55109.42760942761
Uttar Pradesh,2002,Rabi,Mustard,1288.9539687814333
Uttarakhand,2012,Kharif,Maize,1483.0242182709994
Delhi,2014,Rabi,Wheat,4419.318181818182
Madhya Pradesh,2006,Rabi,Other  Rabi pulses,315.45587518283764
Haryana,2002,Rabi,Barley,2670.97540064631
Tripura,2018,Rabi,Other  Rabi pulses,844.8074679113186
Gujarat,2004,Kharif,Other Kharif pulses,529.1005291005291
Bihar,2022,Rabi,Masoor,920.8358094110381
Gujarat,2020,Whole Year,Banana,31949.55777332698
Himachal Pradesh,2007,Kharif,Maize,2274.2462102282193
Haryana,2009,Kharif,Urad,371.12010796221324
Jammu and Kashmir,2005,Kharif,Groundnut,500.0
Uttarakhand,2012,Rabi,Rapeseed &Mustard,913.5065719897266
Karnataka,2009,Kharif,Niger seed,350.6444275966641
Karnataka,2013,Rabi,Safflower,792.0945867624898
Karnataka,2019,Kharif,Soyabean,1124.2392756419772
Odisha,2004,Rabi,Masoor,397.11538461538464
West Bengal,2006,Whole Year,Turmeric,2201.405666593455
Jammu and Kashmir,2014,Kharif,Onion,900.0
Chhattisgarh,2009,Kharif,Moong(Green Gram),248.48870505886097
Tamil Nadu,2007,Whole Year,Castor seed,313.2716049382716
Andhra Pradesh,2025,Whole Year,Mango,9096.251778039152
Andhra Pradesh,2022,Kharif,Moong(Green Gram),672.1803271810458
Nagaland,2001,Kharif,Small millets,681.8181818181819
West Bengal,2009,Whole Year,Banana,23486.39292319911
Arunachal Pradesh,2024,Kharif,Other Kharif pulses,1088.0716786290902
Himachal Pradesh,2002,Whole Year,Onion,5627.013630731103
Tripura,2011,Whole Year,Sugarcane,48861.020629750274
Chhattisgarh,2009,Whole Year,Coriander,272.72727272727275
Tripura,2018,Kharif,Urad,582.3436262866192
Nagaland,2013,Kharif,Moong(Green Gram),1000.0
Mizoram,2022,Rabi,Rapeseed &Mustard,1001.7926336546284
Andhra Pradesh,2000,Whole Year,Mango,4463.437800530015
Punjab,2025,Rabi,Masoor,598.5057631779657
Madhya Pradesh,2000,Whole Year,Dry chillies,306.00055560700065
Assam,2026,Kharif,Castor seed,696.6216645633403
Telangana,2017,Kharif,Turmeric,5873.130757267616
Puducherry,2010,Kharif,Moong(Green Gram),1000.0
Nagaland,2017,Kharif,Peas & beans (Pulses),1369.098712446352
Odisha,2025,Whole Year,Tobacco,670.1353437502553
Uttar Pradesh,2010,Rabi,Wheat,3113.2161543458546
Odisha,2010,Winter,Sugarcane,68688.17531578147
Punjab,2001,Kharif,Rice,3544.833132287897
Gujarat,2023,Kharif,Arhar/Tur,1416.3452630740744
West Bengal,2005,Whole Year,Mango,5877.436542916526
Madhya Pradesh,2021,Kharif,Arhar/Tur,968.3272260585553
Maharashtra,2018,Kharif,Niger seed,122.24357214749749
Bihar,2008,Rabi,Tobacco,1665.6816390380109
Maharashtra,2025,Kharif,Small millets,392.219575716508
Himachal Pradesh,2015,Kharif,Horse-gram,469.02106567534076
Nagaland,2022,Rabi,Barley,821.2518317438202
Andhra Pradesh,2026,Whole Year,Tobacco,12819.158514249008
Chhattisgarh,2006,Kharif,Maize,1233.1020020969595
Nagaland,2000,Kharif,Other Kharif pulses,963.6363636363636
Tamil Nadu,2010,Kharif,Horse-gram,459.1927303465765
Himachal Pradesh,2025,Kharif,Rice,1666.1952592546556
Rajasthan,2021,Kharif,Maize,3858.7181979588304
Karnataka,2014,Rabi,Gram,718.5068593226512
West Bengal,2026,Whole Year,Arecanut,1186.889668649537
Haryana,2000,Kharif,Groundnut,588.2352941176471
Sikkim,2013,Kharif,Soyabean,946.6494845360825
Andhra Pradesh,2016,Kharif,Rapeseed &Mustard,500.0
Odisha,2011,Rabi,Onion,16627.989374396657
Madhya Pradesh,2004,Kharif,Maize,1399.9995420962377
Tamil Nadu,2013,Kharif,Urad,840.2793679871766
Puducherry,2015,Kharif,Cashewnut,307.6923076923077
Assam,2019,Whole Year,Turmeric,1276.667277950975
Andhra Pradesh,2025,Whole Year,Garlic,7831.575985301177
Assam,2012,Whole Year,Potato,7425.206421057043
Maharashtra,2024,Kharif,Soyabean,1275.7385393851334
Tamil Nadu,2010,Kharif,Turmeric,5848.646184323745
Uttarakhand,2019,Kharif,Urad,928.6419190768997
Madhya Pradesh,2003,Whole Year,Sweet potato,5690.13347291285
Uttar Pradesh,2012,Kharif,Small millets,977.5358166189112
Maharashtra,2025,Rabi,Onion,20577.2180442211
Jharkhand,2003,Autumn,Ragi,686.4271165722845
Uttarakhand,2014,Kharif,Ragi,1381.1628855278766
West Bengal,2019,Autumn,Maize,3404.0698836604965
Jharkhand,2002,Whole Year,Sugarcane,58384.4846450333
Manipur,2025,Rabi,Rapeseed &Mustard,1138.039450928077
Uttarakhand,2015,Rabi,Gram,835.9133126934985
West Bengal,2010,Rabi,Rapeseed &Mustard,1021.3903352783519
Haryana,2017,Whole Year,Garlic,11619.004524886877
Bihar,2022,Kharif,Small millets,800.5061332050572
Jammu and Kashmir,2023,Kharif,Moong(Green Gram),694.7134846622088
Tamil Nadu,2002,Kharif,Arhar/Tur,545.4030412219277
West Bengal,2021,Rabi,Peas & beans (Pulses),1230.4762015202732
Andhra Pradesh,2005,Rabi,Safflower,458.47966466523167
Haryana,2013,Rabi,Masoor,960.0
Telangana,2016,Kharif,Dry chillies,3662.2990580919295
Arunachal Pradesh,2019,Rabi,Wheat,1969.9745547073792
Haryana,2015,Whole Year,Turmeric,11031.317494600433
Karnataka,2026,Rabi,Safflower,670.3959930929399
Manipur,2025,Whole Year,Banana,14768.210419898554
Karnataka,2026,Kharif,Sesamum,656.1956737976625
Haryana,2000,Kharif,Maize,2203.6424914122754
Karnataka,2017,Kharif,Moong(Green Gram),325.2304000408465
Rajasthan,2012,Kharif,Moong,737.5154244085332
Odisha,2010,Autumn,Ragi,704.5339136742837
Haryana,2023,Whole Year,Garlic,12681.627095843302
Madhya Pradesh,2001,Kharif,Niger seed,223.15820316076693
Sikkim,2002,Rabi,Barley,1219.5121951219512
Uttar Pradesh,2016,Kharif,Small millets,609.0323988218611
Karnataka,2004,Kharif,Small millets,524.0665535735704
Uttar Pradesh,2017,Rabi,Peas & beans (Pulses),1469.0809540307187
Gujarat,2011,Kharif,Moth,496.71772428884026
Karnataka,2007,Whole Year,Tapioca,8259.68992248062
Karnataka,2015,Kharif,Urad,250.99107425152613
Chhattisgarh,2025,Whole Year,Garlic,3347.201909013933
Maharashtra,2017,Kharif,Castor seed,222.3667100130039
Himachal Pradesh,2015,Kharif,Moong(Green Gram),492.3076923076923
West Bengal,2012,Autumn,Rice,2297.373733433456
Andhra Pradesh,2012,Kharif,Turmeric,5629.024387026998
Jammu and Kashmir,2004,Rabi,Other  Rabi pulses,517.8268251273345
Uttar Pradesh,2023,Kharif,Ginger,5149.743515116236
Meghalaya,2003,Kharif,Ginger,5479.2919171676685
Tripura,2005,Rabi,Masoor,743.7810945273632
Karnataka,2012,Whole Year,Sugarcane,83477.4291067319
Himachal Pradesh,2019,Kharif,Groundnut,1159.090909090909
